job_title_short;job_via;job_schedule_type;job_work_from_home;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;job_skills;job_location;company_name;job_title;search_location
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 13:48;FALSE;FALSE;Norway;year;891000;0;{python, excel, looker};Oslo, Norway;Statkraft;Data Analytics lead;Norway
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;18/05/2023 04:26;FALSE;FALSE;India;year;877050;0;{sql, python, aws, pyspark, kafka, keras, tensorflow, pytorch, docker, git};Noida, Uttar Pradesh, India;Innovaccer;Data Scientist;India
Senior Data Scientist;via Ai-Jobs.net;Full-time;FALSE;14/05/2023 00:46;FALSE;FALSE;Germany;year;1575000;0;{python, sql, snowflake, spark, airflow, kafka, looker, docker};Berlin, Germany;Wolt;Senior Data Scientist, Search;Germany
Data Scientist;via JobServe - Project Manager Jobs;Full-time;FALSE;14/05/2023 12:02;FALSE;FALSE;United States;hour;0;680;{r, python};San Francisco, CA;Ursus Inc;Data Scientist - Clinical Research;California, United States
Senior Data Engineer;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 18:25;FALSE;FALSE;Germany;year;1475000;0;{python, sql, azure, databricks, spark, hadoop, kafka, airflow, scikit-learn, pandas, matplotlib, jupyter};Wernau, Germany;Bosch Group;Senior Data Engineer - Data Scientist  (f/m/div.);Germany
Data Scientist;via Ladders;Full-time;FALSE;25/05/2023 06:02;FALSE;TRUE;United States;year;1500000;0;{sql, python, r};New York, NY;Lyft;Data Scientist, In-car Ads;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;16/05/2023 20:00;FALSE;FALSE;United States;hour;0;350;{vba, sql, python, excel, dax, flow};Los Angeles, CA;WIVERSE;Data Analyst;California, United States
Data Analyst;via Get.It;Full-time;TRUE;02/05/2023 08:00;FALSE;TRUE;United States;year;675000;0;{sql, r, python, looker};Anywhere;Get It Recruit - Information Technology;Data Analyst for Democratic Attorneys General and AG Candidates;New York, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 09:29;TRUE;FALSE;France;year;1053000;0;{go};Paris, France;The Fork;Head of Product Data Management;France
Data Analyst;via Ladders;Full-time;FALSE;05/05/2023 07:00;FALSE;FALSE;United States;year;1250000;0;;Arlington, VA;KBR, Inc;Financial Management Data Analyst;New York, United States
Data Engineer;via LinkedIn;Full-time;FALSE;17/05/2023 16:22;FALSE;FALSE;United States;year;1475000;0;{aws, azure};Reston, VA;Insight Global;Cleared Data Engineer;Texas, United States
Data Scientist;via Ladders;Full-time;FALSE;02/05/2023 08:22;FALSE;FALSE;Canada;year;900000;0;{mongodb, mongodb, sql, python, php, redshift, airflow, tableau};Toronto, ON, Canada;Wish;Data Scientist;Canada
Business Analyst;via Indeed;Full-time;FALSE;04/05/2023 07:02;FALSE;FALSE;United States;year;1200000;0;;China Spring, TX;Jobot;Business Analyst - Hybrid;Texas, United States
Data Engineer;via Indeed;Full-time;FALSE;05/05/2023 17:20;FALSE;TRUE;United States;year;1375000;0;{sql, python, redshift, snowflake, azure, hadoop, spark, linux, tableau, power bi, looker, outlook, git, jenkins};Lutz, FL;MyCare Medical Group;Data Engineer;Georgia
Data Scientist;via Indeed;Full-time;TRUE;01/05/2023 18:31;FALSE;TRUE;Sudan;year;1650000;0;{sql};Anywhere;Camden Kelly Corporation;Data Scientist, Marketing - 100% Remote;Sudan
Senior Data Engineer;via Indeed;Contractor;TRUE;24/05/2023 23:08;TRUE;FALSE;United States;hour;0;500;{python, aws, spark, airflow};Anywhere;Diverse Lynx;Senior Data Engineer (druid Engineer);Florida, United States
Business Analyst;via LinkedIn;Full-time;FALSE;30/05/2023 20:01;FALSE;FALSE;United States;year;1100000;0;{vba, visio};Buena Park, CA;KORE1;Sr. Business Analyst: application/data migration (web...;California, United States
Senior Data Engineer;via LinkedIn;Contractor;TRUE;25/05/2023 18:07;TRUE;TRUE;United States;hour;0;900;{python, sql, snowflake, azure, aws, airflow};Anywhere;Talener;Senior Data Engineer;Illinois, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 20:15;FALSE;FALSE;India;year;792000;0;{java, nosql, sas, sas, db2, mysql, hadoop, spark, kafka, selenium, jenkins, git, chef};Bengaluru, Karnataka, India;Visa;Staff Data Engineer;India
Software Engineer;via WSPA Jobs;Full-time;FALSE;25/05/2023 18:49;FALSE;FALSE;Bahamas;year;2110000;0;{python, java, sql, go, scala, nosql, aws, azure, gcp, node, node.js, docker, kubernetes};The Bahamas;Capital One;Lead Software Engineer, Back End (python, AWS, data analysis);Bahamas
Data Scientist;via Built In NYC;Full-time;FALSE;31/05/2023 23:02;FALSE;TRUE;United States;year;2335000;0;{sql, r, python, airtable};New York, NY;Airtable;Data Scientist, Analytics (Greater NYC Area, NY);New York, United States
Data Scientist;via Ladders;Full-time;FALSE;03/05/2023 11:03;FALSE;TRUE;United States;year;1500000;0;{python};South San Francisco, CA;Verily;Data Scientist;California, United States
Data Engineer;via PHL17 Jobs;Full-time;FALSE;08/05/2023 10:09;FALSE;TRUE;United States;year;1735000;0;{java, scala, python, nosql, sql, mongo, shell, mysql, cassandra, redshift, snowflake, aws, azure, hadoop, kafka, spark};Atlanta, GA;Capital One;Principal Associate, Data Engineer(Remote);New York, United States
Data Analyst;via LinkedIn;Contractor;FALSE;11/05/2023 15:01;FALSE;FALSE;United States;hour;0;425;{sql, power bi, excel};Alameda, CA;Intellectt Inc;Data Analyst;California, United States
Software Engineer;via ZipRecruiter;Full-time;FALSE;30/05/2023 06:44;FALSE;FALSE;Puerto Rico;year;984960;0;{java, sql, sas, sas, sharepoint, spss};San Juan, Puerto Rico;Internal Revenue Service;Computer Research Analyst;Puerto Rico
Senior Data Analyst;via LinkedIn;Full-time;FALSE;05/05/2023 14:17;TRUE;FALSE;United States;year;981250;0;{sql, python, r, alteryx, tableau};Dallas, TX;Southwest Airlines;Sr Facilities Data Analyst;Texas, United States
Data Analyst;via Oxfam America - Talentify;Full-time;FALSE;24/05/2023 21:00;FALSE;FALSE;United States;year;879500;0;{sql, python, oracle, power bi, powerpoint, tableau, excel, planner};Boston, MA;Oxfam America;Senior Financial and Data Analyst;New York, United States
Data Engineer;via Ladders;Full-time;FALSE;31/05/2023 09:09;FALSE;TRUE;United States;year;900000;0;{sql, python, java, snowflake, word};Boston, MA;Hometap;Data Engineer;Texas, United States
Data Analyst;via Motion Recruitment;Full-time;TRUE;30/05/2023 07:01;FALSE;TRUE;United States;year;975000;0;{python, sql, databricks, azure, snowflake, spark, tableau, power bi};Anywhere;Motion Recruitment;Mid-Level Data Analyst - Python/SQL/PowerBI/Tableau;Florida, United States
Data Scientist;via Saint Louis, MO - Geebo;Full-time;FALSE;12/05/2023 23:32;FALSE;FALSE;United States;hour;0;240;{java, python, sql, oracle};St. Louis, MO;Leidos;Data Scientist (Journeyman);Georgia
Data Engineer;via LinkedIn;Contractor;FALSE;12/05/2023 18:21;FALSE;TRUE;Sudan;hour;0;625;{oracle, snowflake};Waltham, MA;Akkodis;Data Engineer;Sudan
Senior Data Analyst;via Indeed;Full-time;FALSE;24/05/2023 20:00;FALSE;FALSE;United States;year;1178000;0;{sql, python, snowflake, oracle, aws};Hartford, CT;The Hartford;Senior Business Data Analyst;New York, United States
Data Scientist;via Cooperative Career Center;Full-time;FALSE;04/05/2023 19:06;FALSE;TRUE;United States;year;9600000;0;{java, c++, python, r};Madison, SD;East River Electric Power Cooperative, Inc.;Data Scientist;Illinois, United States
Data Scientist;via Adzuna;Full-time;FALSE;09/05/2023 15:08;FALSE;TRUE;United States;year;1650000;0;{python, sql, sql server, hadoop, spark, kafka, tensorflow, pytorch, theano, keras, powerpoint, excel, tableau, microstrategy, git, bitbucket};San Francisco, CA;Patterned Learning AI;Mid-Level Data Scientist;California, United States
Data Engineer;via Robert Half;Full-time;FALSE;17/05/2023 15:24;FALSE;FALSE;United States;year;800000;0;{python, sql};Salt Lake City, UT;Robert Half;Data Engineer;Florida, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;07/05/2023 02:35;FALSE;FALSE;France;year;699625;0;{sql, nosql};Cluses, France;SOMFY Group;Data Scientist (H/F);France
Senior Data Engineer;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 20:15;FALSE;FALSE;Hong Kong;year;1475000;0;{postgresql, aws, redshift, airflow, terraform, kubernetes};Hong Kong;BitMEX;Senior Data Engineer;Hong Kong
Data Scientist;via Indeed;Contractor;TRUE;31/05/2023 14:03;FALSE;FALSE;United States;hour;0;525;{sas, sas, sql, python, r, databricks, spss, tableau, github};Anywhere;TekWisen Software Pvt. Ltd;Data Scientist;California, United States
Data Analyst;via Robert Half;Full-time;FALSE;11/05/2023 16:01;FALSE;FALSE;United States;year;525000;0;{sql, excel};North Hollywood, CA;Robert Half;Data Analyst;California, United States
Data Analyst;via Built In NYC;Full-time;FALSE;15/05/2023 07:20;FALSE;FALSE;United States;year;2200000;0;{go, pytorch};United States;MosaicML;Research Scientist / Research Engineer (Greater NYC Area, NY);Texas, United States
Data Scientist;via Snagajob;Full-time;FALSE;17/05/2023 07:02;FALSE;TRUE;United States;hour;0;62740;{python};Cupertino, CA;Apple;Computer Vision Data Scientist - Now Hiring;California, United States
Data Scientist;via Oklahoma City - Geebo;Full-time;FALSE;25/05/2023 00:10;FALSE;TRUE;Sudan;hour;0;240;{sql, python, r, tableau};Oklahoma City, OK;Teladoc;Data Scientist III;Sudan
Senior Data Analyst;via LinkedIn;Full-time;TRUE;17/05/2023 19:00;FALSE;TRUE;United States;year;950000;0;{vba, excel, powerpoint, word, flow};Anywhere;GoodLeap;Senior Data Analyst;California, United States
Data Analyst;via Indeed;Contractor;FALSE;09/05/2023 21:00;FALSE;FALSE;United States;hour;0;825;{sql, spreadsheet, excel, sharepoint, tableau, powerpoint};New York, NY;MATRIX Resources;Data Analyst (Tableau);New York, United States
Data Analyst;via LinkedIn;Contractor;TRUE;16/05/2023 21:00;TRUE;FALSE;United States;hour;0;375;{sql, excel};Anywhere;Russell Tobin;Insights & Analytics Data Analyst;California, United States
Data Analyst;via Robert Half;Contractor;FALSE;12/05/2023 16:02;TRUE;FALSE;United States;hour;0;239100;{flow};Wheaton, IL;Robert Half;Data Reporting Analyst;Illinois, United States
Data Scientist;via UnitedHealth Group - Talentify;Full-time;TRUE;31/05/2023 07:04;FALSE;TRUE;United States;year;1260000;0;{sql, r, python, java, c++, sas, sas, hadoop, spark};Anywhere;UnitedHealth Group;Healthcare Data Scientist (ECS) - Remote;Illinois, United States
Data Analyst;via LinkedIn;Contractor;FALSE;01/05/2023 17:00;FALSE;FALSE;United States;hour;0;475;{python, sql, r, hadoop, tableau};Morris Plains, NJ;Brooksource;Data Analyst;New York, United States
Data Scientist;via Ladders;Full-time;FALSE;25/05/2023 09:41;FALSE;TRUE;United States;year;1150000;0;{sql, shell, visual basic, vba, nosql, mongodb, mongodb, cassandra, mysql, aws, azure, databricks, redshift, snowflake, spark, hadoop, kafka, excel, tableau, power bi, splunk, github, docker};Norfolk, VA;Booz Allen Hamilton;Data Scientist;Georgia
Data Analyst;via LinkedIn;Full-time;FALSE;12/05/2023 01:01;FALSE;TRUE;United States;year;525000;0;{sql, go, excel};Los Angeles, CA;Robert Half;Data Analyst;California, United States
Data Analyst;via Indeed;Full-time;FALSE;15/05/2023 13:00;TRUE;TRUE;United States;year;1100000;0;{sql, python, c#, powershell, sql server, word, excel, outlook};Baltimore, MD;Worldgate LLC;Data Analyst (ID#10858);New York, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;20/05/2023 08:02;FALSE;FALSE;Hungary;year;808500;0;;Budapest, Hungary;Bosch Group;Hardware Analysis Engineer (Airbag System);Hungary
Data Analyst;via Indeed;Full-time;FALSE;10/05/2023 19:00;FALSE;TRUE;United States;hour;0;600;{sql, mongodb, mongodb, oracle, gcp, sap, tableau};Germantown, MD;Entegee;Data Analyst & Developer;New York, United States
Data Scientist;via Indeed;Contractor;FALSE;02/05/2023 17:03;FALSE;TRUE;United States;hour;0;620;{python, r, matlab, sql, oracle, colocation};New Jersey;Yoh, A Day & Zimmermann Company;Data Scientist;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;10/05/2023 15:01;TRUE;TRUE;United States;hour;0;200;{sheets};Euless, TX;ServiceMaster Advanced Restoration;Estimator / Data Analyst - Restoration & Construction;Texas, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 18:02;FALSE;FALSE;United States;year;1325000;0;{python, sql, elasticsearch, databricks, aws, azure, gcp, redshift, scikit-learn, numpy, pandas, spark, docker, git, kubernetes};Washington, DC;Altana AI;Implementation Data Scientist;New York, United States
Data Scientist;via LinkedIn;Full-time;FALSE;02/05/2023 19:03;FALSE;FALSE;United States;hour;0;230;{sas, sas, spss};Waterloo, IA;EPITEC;Data Scientist;Illinois, United States
Data Scientist;via Indeed;Full-time;TRUE;11/05/2023 20:39;FALSE;TRUE;United States;hour;0;750;{sql, php, python, perl, r, matlab, sas, sas, numpy, pandas, jupyter, spss};Anywhere;Biogensys;Sr. Data Scientist;Georgia
Data Engineer;via Dice.com;Full-time;FALSE;16/05/2023 15:07;FALSE;FALSE;United States;hour;0;725;{python, java, databricks, aws, spark};Moline, IL;ARK Infotech Spectrum;Data Engineer;California, United States
Data Analyst;via San Antonio Water System - Talentify;Full-time;FALSE;08/05/2023 22:02;FALSE;FALSE;United States;year;934110;0;{crystal, excel, powerpoint, visio};San Antonio, TX;San Antonio Water System;Business Data Analyst - Customer Service;Texas, United States
Senior Data Analyst;via WRIC Jobs;Full-time;FALSE;01/05/2023 23:01;FALSE;FALSE;United States;year;1430000;0;;San Jose, CA;ThreatMetrix Inc;Senior Fraud Data Analyst;California, United States
Business Analyst;via ZipRecruiter;Contractor;FALSE;10/05/2023 16:36;FALSE;FALSE;United States;hour;0;600;{sql, sql server, outlook, sharepoint};Atlanta, GA;SunPlus Data Group, Inc;Business Analyst- Power Apps;Georgia
Data Scientist;via Upwork;Contractor;TRUE;08/05/2023 16:06;FALSE;FALSE;United States;hour;0;1045;;Anywhere;Upwork;Data Scientist Needed to Build Marketing Attribution Model;Texas, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;08/05/2023 17:25;FALSE;FALSE;Sweden;year;891000;0;{gdpr};Stockholm, Sweden;H&M Group;Product Data Analyst;Sweden
Senior Data Scientist;via LinkedIn;Full-time;FALSE;09/05/2023 12:11;FALSE;FALSE;United States;year;1800000;0;{python, sql};United States;Harnham;Senior Data Scientist (TS/SCI);Texas, United States
Data Analyst;via LinkedIn;Full-time;FALSE;09/05/2023 14:03;FALSE;FALSE;United States;year;1000000;0;{c#, sql, crystal, sql server, oracle, windows, sap};Chicago, IL;SDI Presence;Data Analyst;Illinois, United States
Software Engineer;via Ladders;Full-time;FALSE;10/05/2023 12:19;FALSE;FALSE;Canada;year;1250000;0;{mongodb, mongodb, sql, java, javascript, bash, python, dynamodb, bigquery, snowflake, aws, hadoop, spark, tableau, looker};Toronto, ON, Canada;Autodesk, Inc;Senior Software Engineer, Product Analytics;Canada
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 02:12;FALSE;FALSE;Canada;year;800000;0;{sql, r, python, sql server, azure, oracle};Calgary, AB, Canada;SAIT;Data Engineer Analyst;Canada
Senior Data Analyst;via Ai-Jobs.net;Full-time;FALSE;28/05/2023 13:09;FALSE;FALSE;India;year;1111750;0;{firebase, firebase};Mumbai, Maharashtra, India;Publicis Groupe;Senior Data Analyst;India
Senior Data Scientist;via Ai-Jobs.net;Full-time;FALSE;25/05/2023 07:38;FALSE;FALSE;Switzerland;year;1725000;0;{python, pandas, matplotlib, numpy, keras, tensorflow, spark, git, github};Chiasso, Switzerland;lastminute.com;Senior Machine Learning Scientist;Switzerland
Data Analyst;via KSNT Jobs;Full-time;FALSE;31/05/2023 01:00;FALSE;FALSE;United States;year;900000;0;{spreadsheet, excel, sheets, planner};Los Angeles, CA;Silvus Technologies;Supply Chain Data Analyst and Planner;California, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 01:40;FALSE;FALSE;United Kingdom;year;1053000;0;{r, sql, tableau, asana, confluence, jira, slack};London, UK;2K;Director, Data Science, Player Sciences & Strategy;United Kingdom
Software Engineer;via Indeed;Full-time;TRUE;28/05/2023 18:02;FALSE;TRUE;United States;year;1550000;0;{python, c#, sql, sql server, snowflake, azure, airflow, asp.net, asp.net core, kubernetes};Anywhere;Shelf Engine;Senior Software Engineer (Data Science Enablement);California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;12/05/2023 11:20;FALSE;TRUE;Sudan;year;1475000;0;{azure, aws};Boise, ID;Balsam Brands;Manager, Data Engineering;Sudan
Data Scientist;via Indeed;Full-time;FALSE;03/05/2023 04:05;FALSE;TRUE;United States;year;1233780;0;{python, perl, java, assembly, shell, unix};San Francisco, CA;Lawrence Berkeley National Laboratory;Metagenome Data Scientist;California, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;02/05/2023 13:08;FALSE;TRUE;United States;year;1150000;0;{go, r, python};Arlington, VA;Booz Allen Hamilton;Operations Research Analyst and Data Scientist, Senior;Georgia
Data Scientist;via LinkedIn;Contractor;TRUE;04/05/2023 16:05;FALSE;FALSE;United States;hour;0;525;{python, r, azure, databricks, pyspark, power bi};Anywhere;Insight Global;Data Scientist;Texas, United States
Data Engineer;via Upwork;Contractor;TRUE;16/05/2023 10:07;FALSE;FALSE;United States;hour;0;125;{sql, azure, snowflake};Anywhere;Upwork;Looking for Azure Data Engineer;California, United States
Data Analyst;via Indeed;Part-time;FALSE;01/05/2023 23:02;TRUE;FALSE;United States;hour;0;200;{word, excel};Jacksonville, FL;University of North Florida;OPS Data Analyst;Florida, United States
Business Analyst;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 12:40;FALSE;FALSE;Germany;year;1053000;0;{python, sql, pyspark, power bi, tableau};Munich, Germany;Jochen Schweizer mydays Group;Director (m/f/d) of Business Intelligence;Germany
Data Engineer;via Dice;Contractor;FALSE;05/05/2023 13:27;FALSE;FALSE;United States;hour;0;650;{python, sql, sql server, azure, databricks, spark, tensorflow, pandas, numpy, keras, git};Houston, TX;ApTask;ML Data Engineer / Analyst _Houston, TX_ Long Term;Illinois, United States
Data Engineer;via Dice.com;Contractor;FALSE;17/05/2023 15:23;TRUE;FALSE;United States;hour;0;725;{aws, airflow, hadoop, kafka, spark};Mountain View, CA;New Millennium Consulting;Big Data Engineer (AIRFLOW with Google Cloud Platform or AWS);Illinois, United States
Data Analyst;via ZipRecruiter;Contractor;FALSE;12/05/2023 23:00;TRUE;FALSE;United States;hour;0;525;{sql, sas, sas, r, python, excel, powerpoint, tableau};San Jose, CA;FOCUSKPI INC;Data Analyst;California, United States
Senior Data Engineer;via WJHL Jobs;Full-time;FALSE;03/05/2023 10:59;TRUE;TRUE;Sudan;year;1900000;0;{nosql, scala, python, sql, aws, redshift, spark, airflow, linux};Los Angeles, CA;Jobot;Senior Data Engineer;Sudan
Data Analyst;via Dice.com;Contractor;FALSE;02/05/2023 19:00;TRUE;FALSE;United States;hour;0;600;{sql, python, tableau, splunk};Santa Clara, CA;Tech Providers Inc.;Data Analyst;California, United States
Data Analyst;via LinkedIn;Full-time;FALSE;25/05/2023 17:02;FALSE;FALSE;United States;year;950000;0;{sql, excel, tableau, power bi};Jacksonville, FL;Interactive Resources - iR;8423 - Financial Data Manager;Florida, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 09:31;FALSE;FALSE;Netherlands;year;1095000;0;;Utrecht, Netherlands;JACOBS DOUWE EGBERTS;R&D Packaging Sustainability Data Specialist;Netherlands
Data Analyst;via Indeed;Full-time;FALSE;17/05/2023 17:01;TRUE;FALSE;United States;hour;0;475;;Lake Mary, FL;TTI of USA, Inc.;Data Analyst - Exempt;Florida, United States
Data Scientist;via Mindlance - Talentify;Full-time;TRUE;10/05/2023 07:05;FALSE;FALSE;United States;hour;0;833300;{r, python};Anywhere;Mindlance;Data Analytics & Engineering - Data Scientist IV  Data Scientist IV;Illinois, United States
Data Scientist;via Ladders;Full-time;FALSE;02/05/2023 09:08;FALSE;TRUE;United States;year;1250000;0;{python, r, vba, power bi, tableau, git};Knoxville, TN;ABS Group;Data Scientist;Georgia
Data Analyst;via Indeed;Full-time;TRUE;04/05/2023 20:01;TRUE;TRUE;United States;hour;0;625;{sql, databricks, snowflake, tableau, power bi};Anywhere;Pinnacle Technical Resources;Streaming Data Analyst;California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;18/05/2023 06:11;FALSE;FALSE;Argentina;year;648000;0;{sql, python, powershell, azure, databricks, spark, hadoop};Rosario, Santa Fe Province, Argentina;OZ;Azure Data Engineer;Argentina
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 03:09;FALSE;TRUE;United States;year;2365000;0;{sql, python, aws, spark, airflow, kafka, jenkins};Foster City, CA;Zoox;Perception Verification and Validation - Data Engineer (ML Data...;California, United States
Senior Data Scientist;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 06:20;FALSE;FALSE;South Korea;year;1575000;0;{sql};;Tridge;Senior Data Scientist (Market Specialist);South Korea
Data Analyst;via ZipRecruiter;Full-time;FALSE;04/05/2023 07:03;FALSE;FALSE;United States;year;1120150;0;;College Park, MD;US Department of Commerce;Physical Scientist;New York, United States
Data Analyst;via LinkedIn;Contractor;FALSE;03/05/2023 21:05;TRUE;FALSE;United States;hour;0;675;{python, tableau, alteryx};Georgia;Vertisystem;Senior Sales Analytics Analyst;Georgia
Data Analyst;via Indeed;Full-time;FALSE;11/05/2023 12:59;FALSE;TRUE;United States;year;1062500;0;{vba, sql, c#, python, sql server, oracle, ssis, flow};New York, NY;Mizuho Americas;Technical Data Analyst;New York, United States
Data Analyst;via LinkedIn;Full-time;FALSE;07/05/2023 10:00;TRUE;FALSE;United States;year;1450000;0;{python, java, javascript, c++, r, qlik, tableau, power bi, word};Vienna, VA;CyberCoders;Data Analyst - Clearance: Top Secret/SCI;New York, United States
Data Scientist;via JobServe;Full-time;FALSE;07/05/2023 07:12;FALSE;FALSE;Sudan;year;1400000;0;{python, sql, postgresql, aurora, aws};Aurora, CO;ECS Federal, Inc;Data Scientist - Geospatial;Sudan
Senior Data Analyst;via Ladders;Full-time;FALSE;04/05/2023 06:43;FALSE;TRUE;United States;year;1150000;0;{excel, ms access};Atlanta, GA;CVS Health;Senior Data Analyst;Georgia
Data Engineer;via LinkedIn;Contractor;TRUE;10/05/2023 20:10;FALSE;FALSE;United States;hour;0;625;{sql, python, nosql, databricks, hadoop, spark};Anywhere;Evolution Recruitment Solutions, USA;Lead Data Engineer - HealthTech - 12 month renewable contract;California, United States
Data Scientist;via Indeed;Full-time;FALSE;17/05/2023 06:02;FALSE;FALSE;United States;year;1985000;0;{sql, python, r};Menlo Park, CA;Facebook App;Data Scientist,Product Analytics - Social Experience;California, United States
Data Analyst;via Adzuna;Full-time;FALSE;28/05/2023 08:01;FALSE;TRUE;United States;year;850000;0;{sql, power bi, tableau};Belleair, FL;Relevante;Data Analyst;Florida, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;27/05/2023 06:03;FALSE;FALSE;United States;year;1500000;0;{python, java, r, sql};Arlington, VA;ICF Next;Senior Data Scientist (Cleared) Hybrid;New York, United States
Data Analyst;via ZipRecruiter;Full-time;FALSE;17/05/2023 22:01;FALSE;FALSE;United States;year;750000;0;{go, power bi};Dubuque, IA;Sedona Staffing Services;Data Analyst;Illinois, United States
Senior Data Analyst;via Indeed;Full-time;FALSE;25/05/2023 21:00;FALSE;TRUE;United States;year;1495000;0;{sql, python, r, java, scala, snowflake, tableau, jira, confluence};San Francisco, CA;DocuSign;Senior Data Analyst;California, United States
Data Scientist;via Indeed;Full-time;FALSE;11/05/2023 14:39;FALSE;FALSE;United States;year;1450000;0;{python, postgresql, elasticsearch, aws, pandas, jupyter, kafka, linux, excel, jenkins, git, ansible, docker};Reston, VA;SDK Consulting Inc;Data Scientist Technical Specialist (TS/SCI Reston,VA);Georgia
Data Engineer;via ZipRecruiter;Full-time;FALSE;12/05/2023 03:52;FALSE;TRUE;Sudan;hour;0;695;{sql, visual basic, oracle};Peoria, IL;Aditi Consulting;Data Engineer;Sudan
Data Analyst;via ZipRecruiter;Full-time;FALSE;06/05/2023 06:00;TRUE;FALSE;United States;year;1120150;0;{r, python, sas, sas};Washington, DC;US Economic Development Administration;Program Analyst (Data Analytics);New York, United States
Cloud Engineer;via ZipRecruiter;Full-time;FALSE;26/05/2023 06:40;FALSE;FALSE;Sudan;year;828300;0;;Midland, TX;Internal Revenue Service;Web Analyst (Senior Web Analyst) (6-month Roster);Sudan
Data Analyst;via ZipRecruiter;;FALSE;09/05/2023 16:01;FALSE;FALSE;United States;hour;0;400;{sql, word, excel, powerpoint, visio, flow, jira};Alameda, CA;Robert Half;Business Process Data Analyst;California, United States
Data Scientist;via Ladders;Full-time;FALSE;04/05/2023 09:03;FALSE;TRUE;United States;year;1250000;0;{python, sql, aws};Washington, DC;Stori Card;Data Science Manager;New York, United States
Data Scientist;via LinkedIn;Contractor;TRUE;26/05/2023 18:40;FALSE;FALSE;Sudan;hour;0;800;{sql};Anywhere;Insight Global;Data Scientist;Sudan
Data Engineer;via Ladders;Full-time;FALSE;09/05/2023 06:23;FALSE;TRUE;United States;year;1250000;0;{sql, nosql, python, java, c++, scala, azure, databricks, flow};St Paul, MN;Pearson;Data Engineer (remote);Illinois, United States
Senior Data Engineer;via LinkedIn;Full-time;FALSE;29/05/2023 23:04;FALSE;FALSE;United States;year;3500000;0;{python, java, sql, bash, aws, hadoop, kafka, spark, unix, docker, kubernetes, jira};United States;Engtal;Senior Data Engineer (ETL Pipelines);New York, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;15/05/2023 09:26;FALSE;TRUE;United States;year;877050;0;{python, scala, java, r, julia, matlab, tensorflow, spark, hadoop};Charlottesville, VA;CCRi;Data Scientist;Georgia
Senior Data Scientist;via LinkedIn;Full-time;TRUE;03/05/2023 18:58;FALSE;FALSE;Sudan;year;1575000;0;{sql, sas, sas, python, r};Anywhere;Analytic Recruiting Inc.;Senior Data Scientist - Financial Services;Sudan
Data Analyst;via Dice.com;Contractor;FALSE;03/05/2023 15:02;FALSE;FALSE;United States;hour;0;600;{sql, python, snowflake, excel, powerpoint, tableau, power bi, alteryx};Irving, TX;Cybersearch, Ltd.;Business Data Analyst;Texas, United States
Data Analyst;via ZipRecruiter;Full-time;FALSE;10/05/2023 14:01;FALSE;TRUE;United States;year;965000;0;{sql, r, python, vba, excel};Los Angeles, CA;Ritchie Bros Auctioneers America;Data Analyst;California, United States
Data Analyst;via LinkedIn;Full-time;TRUE;12/05/2023 19:01;FALSE;TRUE;United States;year;525000;0;{sql, excel, sheets, smartsheet};Anywhere;Kaye/Bassman International;Data Analyst;Texas, United States
Business Analyst;via LinkedIn;Contractor;FALSE;25/05/2023 16:00;TRUE;FALSE;United States;hour;0;775;{sql, python, r, aws, redshift, qlik, powerpoint};Mountain View, CA;Russell Tobin;BI Reporting Analyst;California, United States
Data Analyst;via Dice.com;Contractor;FALSE;09/05/2023 13:04;FALSE;FALSE;United States;hour;0;580;{oracle};Indianapolis, IN;Masterapp Labs;Health Data analyst;Illinois, United States
Data Scientist;via Indeed;Full-time;FALSE;15/05/2023 13:03;FALSE;TRUE;United States;hour;0;550;{sql, python, r, snowflake, aws, tableau, looker};Carlsbad, CA;TotalMed Medfi;Data Scientist;California, United States
